WBGene00000001	173
WBGene00000002	0
WBGene00000003	6
WBGene00000004	12
WBGene00000005	0
WBGene00000006	0
WBGene00000007	2
WBGene00000008	1
WBGene00000009	0
WBGene00000010	20
WBGene00000012	30
WBGene00000013	15
WBGene00000014	0
WBGene00000015	0
WBGene00000016	0
WBGene00000017	0
WBGene00000018	3
WBGene00000019	2
WBGene00000020	0
WBGene00000021	0
WBGene00000022	9
WBGene00000023	9
WBGene00000024	0
WBGene00000025	4
WBGene00000026	0
WBGene00000027	5
WBGene00000028	0
WBGene00000029	0
WBGene00000030	0
WBGene00000031	16
WBGene00000032	0
WBGene00000033	0
WBGene00000034	17
WBGene00000035	5
WBGene00000036	0
WBGene00000037	8
WBGene00000038	2
WBGene00000039	12
WBGene00000040	13
WBGene00000041	10
WBGene00000042	1
WBGene00000043	0
WBGene00000044	14
WBGene00000045	0
WBGene00000046	888
WBGene00000047	0
WBGene00000048	0
WBGene00000049	0
WBGene00000050	0
WBGene00000051	29
WBGene00000053	0
WBGene00000054	0
WBGene00000055	2
WBGene00000056	0
WBGene00000057	0
WBGene00000058	21
WBGene00000059	80
WBGene00000060	0
WBGene00000061	2
WBGene00000062	0
WBGene00000063	0
WBGene00000064	1
WBGene00000065	5
WBGene00000066	16
WBGene00000067	2
WBGene00000068	40
WBGene00000069	0
WBGene00000070	3
WBGene00000071	4
WBGene00000072	2
WBGene00000073	46
WBGene00000074	2
WBGene00000075	0
WBGene00000079	0
WBGene00000080	0
WBGene00000081	32
WBGene00000082	33
WBGene00000083	10
WBGene00000084	0
WBGene00000085	0
WBGene00000086	0
WBGene00000088	138
WBGene00000089	0
WBGene00000090	29
WBGene00000092	1218
WBGene00000093	18
WBGene00000094	193
WBGene00000095	62
WBGene00000096	40
WBGene00000097	0
WBGene00000098	2
WBGene00000099	0
WBGene00000100	28
WBGene00000101	44
WBGene00000102	22
WBGene00000103	0
WBGene00000105	2
WBGene00000106	10
WBGene00000107	4
WBGene00000108	6
WBGene00000109	6
WBGene00000110	4
WBGene00000111	0
WBGene00000112	12
WBGene00000113	0
WBGene00000114	66
WBGene00000115	0
WBGene00000116	3
WBGene00000117	8
WBGene00000118	0
WBGene00000120	2
WBGene00000121	10
WBGene00000122	0
WBGene00000123	2
WBGene00000133	0
WBGene00000134	0
WBGene00000135	9
WBGene00000136	1
WBGene00000137	6
WBGene00000138	0
WBGene00000139	14
WBGene00000140	0
WBGene00000142	13
WBGene00000143	1
WBGene00000144	0
WBGene00000145	0
WBGene00000146	6
WBGene00000147	6
WBGene00000148	2
WBGene00000149	19
WBGene00000150	4
WBGene00000151	742
WBGene00000155	0
WBGene00000156	26
WBGene00000157	0
WBGene00000158	75
WBGene00000159	0
WBGene00000160	3288
WBGene00000161	0
WBGene00000162	20
WBGene00000163	327
WBGene00000164	2
WBGene00000165	5
WBGene00000166	1
WBGene00000168	188
WBGene00000169	87
WBGene00000170	2
WBGene00000171	8
WBGene00000172	0
WBGene00000173	0
WBGene00000174	0
WBGene00000175	0
WBGene00000176	7
WBGene00000177	59
WBGene00000178	0
WBGene00000179	0
WBGene00000180	2
WBGene00000181	6
WBGene00000182	24
WBGene00000183	3
WBGene00000184	4
WBGene00000185	0
WBGene00000186	20
WBGene00000187	46
WBGene00000188	0
WBGene00000189	95
WBGene00000190	2
WBGene00000191	0
WBGene00000192	20
WBGene00000193	0
WBGene00000195	0
WBGene00000196	42
WBGene00000197	8
WBGene00000198	0
WBGene00000199	7993
WBGene00000200	0
WBGene00000201	1
WBGene00000202	0
WBGene00000203	10
WBGene00000204	1
WBGene00000205	31
WBGene00000206	0
WBGene00000207	9
WBGene00000208	17973
WBGene00000209	0
WBGene00000210	0
WBGene00000211	79
WBGene00000212	0
WBGene00000213	0
WBGene00000214	4
WBGene00000215	52
WBGene00000216	10
WBGene00000217	0
WBGene00000218	0
WBGene00000219	0
WBGene00000220	2
WBGene00000221	0
